probe	gene	location	loc_category
cg11700429	ANAPC1	TSS200	Promoter
cg11700584	RPL36AL;MGAT2	TSS1500;1stExon	Promoter
cg11701148	MYOM2	TSS200	Promoter
cg11703011	SERPINE2	TSS200;5'UTR	Promoter
cg11705439	CCDC151;PRKCSH	TSS1500;1stExon;5'UTR	Promoter
cg11706111	ZNF19	5'UTR	Promoter
cg11706163	C9	1stExon	Promoter
cg11706746	B3GAT3	TSS1500	Promoter
cg11706911	AGMAT	Body	Body
cg11710000	FZD3	5'UTR	Promoter
cg11710969	ARMC3	5'UTR	Promoter
cg11713008	HRSP12;POP1	Body;TSS1500	Promoter
cg11713029	CCDC84	TSS1500	Promoter
cg11713336	UBE2D2	TSS1500	Promoter
cg11714014	GABRQ	Body	Body
cg11715903	FERMT2	5'UTR	Promoter
cg11715966	CCDC8	TSS1500	Promoter
cg11715999	ATP5G1	5'UTR	Promoter
cg11716026	H19	Body	Body
cg11717557	AP4B1;DCLRE1B	TSS1500;1stExon;5'UTR	Promoter
cg11718315	PARP16	TSS1500	Promoter
cg11719297	RIPK4	1stExon	Promoter
cg11719412	TATDN1;NDUFB9	1stExon;TSS200	Promoter
cg11719452	ZCWPW1;MEPCE	TSS1500;1stExon	Promoter
cg11720778	TIGD7	1stExon;5'UTR	Promoter
cg11721194	SLAMF7	Body	Body
cg11722531	APC2	TSS1500	Promoter
cg11722639	OBFC2B	1stExon;5'UTR	Promoter
cg11724134	RNF39	TSS200	Promoter
cg11724759	RPE65	TSS1500	Promoter
cg11730100	FEN1;MIR611;C11orf10	TSS1500;5'UTR;1stExon	Promoter
cg11730961	SFPQ	1stExon;5'UTR	Promoter
cg11732619	SLIT3	1stExon;5'UTR	Promoter
cg11733245	IL2RA	1stExon;5'UTR	Promoter
cg11735358	WDR77;ATP5F1	1stExon;5'UTR	Promoter
cg11735605	IKZF2	TSS1500;1stExon;5'UTR	Promoter
cg11736869	PEX13;PUS10	Body;5'UTR	Promoter
cg11738011	PUS1	1stExon;5'UTR	Promoter
cg11738543	SOCS2	Body	Body
cg11739626	AKT1S1;TBC1D17	Body;TSS1500	Promoter
cg11743795	SLMAP	TSS200	Promoter
cg11744351	UBL3	1stExon;5'UTR	Promoter
cg11745019	ANGPT1	1stExon	Promoter
cg11747499	SSH1	TSS1500	Promoter
cg11747771	GLDC	1stExon	Promoter
cg11750183	C9orf40	TSS1500	Promoter
cg11750883	CRCT1	TSS200	Promoter
cg11752275	GNLY	TSS1500	Promoter
cg11754095	CTSO	Body	Body
cg11754206	KCNB2	TSS1500	Promoter
cg11754343	NUP88;RPAIN	Body;TSS1500	Promoter
cg11754676	ZNF10	TSS1500	Promoter
cg11756837	PRKAB1	TSS1500	Promoter
cg11757293	KIFC2	Body	Body
cg11759378	DPPA2	TSS200	Promoter
cg11761535	TM4SF18	Body	Body
cg11762346	HKDC1	1stExon;5'UTR	Promoter
cg11762629	CTDSP2	1stExon	Promoter
cg11763112	KIAA1009	5'UTR	Promoter
cg11764747	EFNB1	Body	Body
cg11765205	ARL11	TSS200	Promoter
cg11766698	UQCRC2	1stExon	Promoter
cg11767711	APLP1	TSS1500	Promoter
cg11768416	C12orf12	1stExon;5'UTR	Promoter
cg11768886	STK32B	TSS1500	Promoter
cg11769360	ERAP2	5'UTR	Promoter
cg11772764	RSPH1	TSS1500	Promoter
cg11778001	NAB1	TSS1500	Promoter
cg11780382	C6orf62	TSS1500	Promoter
cg11780934	ANKRD13B	TSS1500	Promoter
cg11781389	GLB1L2	TSS1500	Promoter
cg11783451	CCDC126	1stExon;5'UTR	Promoter
cg11783497	IL1RN	TSS200	Promoter
cg11784281	C2orf57	1stExon	Promoter
cg11784785	SLC6A5	TSS1500	Promoter
cg11786750	DYNC1LI1	TSS1500	Promoter
cg11787522	STRA6	1stExon;5'UTR	Promoter
cg11787828	NDUFAF4	1stExon	Promoter
cg11790217	PIAS1	TSS200	Promoter
cg11792483	ASPHD2	TSS1500	Promoter
cg11792664	UQCR	TSS1500	Promoter
cg11794728	KLF12	5'UTR	Promoter
cg11795262	GATAD2A	5'UTR	Promoter
cg11797883	ARPC5L	1stExon	Promoter
cg11800672	SLC39A4	TSS1500;TSS200	Promoter
cg11801011	SHANK1	TSS1500	Promoter
cg11802013	CCND1	3'UTR	Body
cg11802692	FKBP14	TSS200	Promoter
cg11806389	ZNF446	TSS1500	Promoter
cg11806565	PHKA1	TSS1500	Promoter
cg11806749	RUNX2;SUPT3H	Body;5'UTR	Promoter
cg11810837	ARMCX5	TSS200;5'UTR	Promoter
cg11811840	UGT1A10;UGT1A8;UGT1A9;UGT1A4;UGT1A5;UGT1A6;UGT1A7;UGT1A1;UGT1A3	Body;1stExon	Promoter
cg11812202	PNLIP	TSS200	Promoter
cg11812218	GHSR	TSS1500	Promoter
cg11814446	LEMD3	TSS1500	Promoter
cg11815363	KCNK1	1stExon	Promoter
cg11816577	YWHAE	TSS1500	Promoter
cg11819013	IMPDH2	TSS200	Promoter
cg11819637	THPO	5'UTR	Promoter
cg11820497	ATG4D	1stExon	Promoter
cg11820734	MRPL35	Body	Body
cg11821147	THAP2;ZFC3H1	TSS200	Promoter
cg11821536	TTC8	1stExon	Promoter
cg11821702	MLANA	5'UTR	Promoter
cg11822659	DOK5	Body	Body
cg11822772	ZNF280C	TSS200	Promoter
cg11822932	LMO2	1stExon;5'UTR	Promoter
cg11822964	PTGIR	TSS1500	Promoter
cg11823654	PIF1	TSS200	Promoter
cg11826116	ATF4	TSS1500	Promoter
cg11828669	ZBTB1;ZBTB25	TSS1500;5'UTR;1stExon	Promoter
cg11832543	C1orf49	TSS1500	Promoter
cg11832722	DSC3	TSS1500	Promoter
cg11832727	RERE	1stExon;5'UTR	Promoter
cg11833861	TMEM98	5'UTR	Promoter
cg11834681	CYP2A13	Body	Body
cg11837864	FAM134A	Body	Body
cg11839979	TMEM164	1stExon;5'UTR	Promoter
cg11840540	FXYD7;FXYD5	TSS1500;3'UTR	Promoter
cg11841758	MAGOH	TSS200	Promoter
cg11843691	TBC1D9	TSS1500	Promoter
cg11843760	DFFA	TSS200	Promoter
cg11846236	COL7A1	1stExon	Promoter
cg11846956	KLK10	Body	Body
cg11846968	PLUNC	TSS1500	Promoter
cg11847459	MBIP	Body	Body
cg11847808	EPHA8	TSS1500	Promoter
cg11848539	TNFRSF21	TSS200	Promoter
cg11850311	ID1	TSS1500	Promoter
cg11851098	WBP2NL	Body	Body
cg11852814	PLCXD2	1stExon;5'UTR	Promoter
cg11854877	F8;F8A1;F8A3;F8A2	Body;1stExon;5'UTR;TSS200	Promoter
cg11856093	ARID1A	1stExon	Promoter
cg11856697	DNAI2	5'UTR	Promoter
cg11856918	ATP6V1B2	1stExon	Promoter
cg11857445	AATF	TSS1500	Promoter
cg11860203	CCL2	Body	Body
cg11861730	ETS1	Body;TSS1500	Promoter
cg11864993	PCDHB8;PCDHB16	TSS1500;1stExon	Promoter
cg11868029	CTSC	TSS200	Promoter
cg11868900	CLXN	TSS200	Promoter
cg11869721	METTL9	1stExon	Promoter
cg11871280	SLC16A7	TSS1500	Promoter
cg11871549	ZCCHC12	TSS200	Promoter
cg11873854	LCN6	1stExon	Promoter
cg11876012	POLR3K	Body	Body
cg11876919	HMG20A	5'UTR	Promoter
cg11877382	GLT1D1	Body	Body
cg11879480	SLC36A4	Body	Body
cg11879514	ARSG;SLC16A6	5'UTR	Promoter
cg11879577	ARL6IP1	TSS1500	Promoter
cg11880010	PRUNE2	Body	Body
cg11880892	PPA1	Body	Body
cg11882252	CMBL	5'UTR	Promoter
cg11884243	FCN2	Body	Body
cg11884546	ITGAX	TSS200	Promoter
cg11884656	NAA50	Body	Body
cg11884792	OBFC2A	Body;1stExon;5'UTR	Promoter
cg11885098	EFNA2	TSS1500	Promoter
cg11887234	SMUG1	5'UTR	Promoter
cg11890956	PSMG1	TSS200	Promoter
cg11891504	HAUS4	5'UTR	Promoter
cg11893236	SLC7A6OS;PRMT7	TSS1500;5'UTR	Promoter
cg11896271	PANX2	Body;1stExon	Promoter
cg11896345	SLC43A2	TSS200	Promoter
cg11896923	PNMT	Body	Body
cg11897314	PRR16	TSS200	Promoter
cg11899895	TAX1BP1	5'UTR	Promoter
cg11901954	INTS7;DTL	Body;TSS1500	Promoter
cg11902458	KCNN3	1stExon;5'UTR	Promoter
cg11903057	RHOH	1stExon;5'UTR	Promoter
cg11903096	PPP2R5C	Body;1stExon;5'UTR	Promoter
cg11903880	GSTM4	TSS1500	Promoter
cg11904887	MUL1	TSS200	Promoter
cg11905488	CLEC12A	TSS1500	Promoter
cg11905589	PAIP2	TSS1500;TSS200	Promoter
cg11905617	KLHL20	5'UTR	Promoter
cg11906718	RNF19A	TSS1500	Promoter
cg11908570	KIAA0040	1stExon;TSS200;5'UTR	Promoter
cg11909310	GTPBP10	TSS1500	Promoter
cg11909865	PIH1D2;C11orf57	TSS1500;5'UTR;1stExon	Promoter
cg11911418	ELAC1	TSS1500	Promoter
cg11911951	UNKL	TSS1500	Promoter
cg11913104	RAD23A	1stExon;5'UTR	Promoter
cg11913615	KCNG4	5'UTR	Promoter
cg11916186	THRAP3	TSS1500	Promoter
cg11917694	STAMBPL1	TSS1500	Promoter
cg11919694	TBC1D10B	1stExon	Promoter
cg11920519	MAP1LC3A	5'UTR	Promoter
cg11928366	NDUFB7	1stExon	Promoter
cg11928635	ZNF318	TSS1500	Promoter
cg11930592	MSX1	1stExon	Promoter
cg11932564	TNFRSF13C	Body	Body
cg11933267	PLA2G2F	Body	Body
cg11933375	SLC38A7	5'UTR	Promoter
cg11934695	ADRA1D	TSS1500	Promoter
cg11935147	PDE4DIP	1stExon	Promoter
cg11935638	EHHADH	TSS1500	Promoter
cg11939071	DTX1	TSS1500	Promoter
cg11939496	CD244	TSS1500	Promoter
cg11943820	ITPRIP	TSS1500	Promoter
cg11944101	CD40LG	1stExon	Promoter
cg11944393	SMC3	Body	Body
cg11946165	CTSK	TSS1500	Promoter
cg11946503	NEUROG1	1stExon;3'UTR	Promoter
cg11946769	NME6	TSS1500	Promoter
cg11947493	TNFRSF10D	1stExon;5'UTR	Promoter
cg11948328	HSD17B12	1stExon	Promoter
cg11951446	COX17	TSS200	Promoter
cg11952714	SNX7	TSS1500	Promoter
cg11953334	GRIN2D	TSS1500	Promoter
cg11953868	WFDC9;WFDC10A	1stExon;5'UTR	Promoter
cg11956146	CABYR	TSS1500;1stExon;5'UTR	Promoter
cg11957880	UBE2N	1stExon;5'UTR	Promoter
cg11959821	TBRG4	1stExon;5'UTR	Promoter
cg11960393	LOX	TSS200	Promoter
cg11961618	PHLDA2	TSS1500	Promoter
cg11964474	BRCA1;NBR2	Body;TSS1500	Promoter
cg11964613	ARSE	1stExon;5'UTR	Promoter
cg11965370	NTM	Body;1stExon;5'UTR	Promoter
cg11970301	PPP4C	Body	Body
cg11970458	PYCARD	Body	Body
cg11973052	SOCS1	5'UTR	Promoter
cg11973688	FPGS	TSS1500;TSS200	Promoter
cg11976048	DHRS11	1stExon;5'UTR	Promoter
cg11976166	TGFB2	1stExon	Promoter
cg11976616	C6	5'UTR	Promoter
cg11977634	DDR1	5'UTR	Promoter
cg11979959	SULF2	1stExon;TSS200;5'UTR	Promoter
cg11980188	CYP2R1	TSS1500	Promoter
cg11980435	BBC3	Body;TSS1500	Promoter
cg11981599	GATA4	Body	Body
cg11981631	ABCC8	Body	Body
cg11983245	KRT15	1stExon;5'UTR	Promoter
cg11984608	CLDN16	TSS1500	Promoter
cg11990309	HTR1E	5'UTR	Promoter
cg11991859	NPAS3	1stExon	Promoter
cg11993300	NDST2	1stExon;5'UTR	Promoter
cg11993754	ERBB2	1stExon;5'UTR	Promoter
cg11995303	DCUN1D5	TSS1500	Promoter
cg11997899	DLX5	TSS200	Promoter
cg11998307	SCARF1	TSS1500	Promoter
cg11999384	GRN	5'UTR	Promoter
cg12000587	C17orf79	TSS1500	Promoter
cg12001148	KLHL35	TSS200	Promoter
cg12002314	CHRAC1	TSS1500;TSS200	Promoter
cg12003230	C21orf84	TSS1500	Promoter
cg12004206	NACC2	1stExon;5'UTR	Promoter
cg12004730	TMEM93;TAX1BP3	TSS1500;5'UTR	Promoter
cg12005098	SLC16A12	TSS200	Promoter
cg12005703	HEMK1	5'UTR	Promoter
cg12006284	WT1	Body	Body
cg12008118	LDB3	1stExon;5'UTR	Promoter
cg12010995	CYP7A1	TSS1500	Promoter
cg12011267	PPP1R13B	TSS1500	Promoter
cg12012699	DYM	1stExon;5'UTR	Promoter
cg12017007	PHF12	Body	Body
cg12018696	TRA2B	Body	Body
cg12019109	AZGP1	TSS1500	Promoter
cg12020639	AHCYL1	TSS200	Promoter
cg12024292	ASTN2	TSS1500	Promoter
cg12024906	HKR1	1stExon;5'UTR	Promoter
cg12025941	RFX4	1stExon;5'UTR	Promoter
cg12026394	ANP32B	Body	Body
cg12026956	TNPO1	TSS1500	Promoter
cg12032009	VPS13C	TSS1500	Promoter
cg12032049	LPO	TSS1500	Promoter
cg12032116	DMXL1	TSS1500	Promoter
cg12032620	TP53BP1	TSS200	Promoter
cg12034229	HUS1	Body	Body
cg12038710	CDH17	5'UTR	Promoter
cg12040555	MGMT	Body	Body
cg12041387	DLX5	Body	Body
cg12042678	SUV39H2	1stExon;5'UTR	Promoter
cg12043807	ZNF367	1stExon;5'UTR	Promoter
cg12044210	APBA2	1stExon;5'UTR	Promoter
cg12044689	HIATL1	Body	Body
cg12044889	NQO2	5'UTR	Promoter
cg12045002	DPYSL5	TSS1500	Promoter
cg12045676	CRTC1	Body	Body
cg12045829	TNFSF12;TNFSF12-TNFSF13	Body	Body
cg12051359	DEPDC6	1stExon	Promoter
cg12052258	S100A11	Body	Body
cg12052765	SLC18A3;CHAT	TSS1500;TSS200	Promoter
cg12053284	SYT4	1stExon;5'UTR	Promoter
cg12054080	RAB3GAP2	TSS1500	Promoter
cg12054421	PPP1R7;PASK	Body;TSS1500	Promoter
cg12056618	KLF13	1stExon	Promoter
cg12058490	A2M	1stExon	Promoter
cg12059012	ABHD5	Body	Body
cg12061127	WFDC9	TSS200	Promoter
cg12061236	AKAP12	TSS1500	Promoter
cg12062464	KAT2B	1stExon;5'UTR	Promoter
cg12062492	C14orf167;DHRS4	Body	Body
cg12062995	RFC1	TSS1500	Promoter
cg12063359	KCNK15	1stExon	Promoter
cg12064213	WWC3	TSS1500	Promoter
cg12064626	SH3BGR	5'UTR	Promoter
cg12066181	DNMT3A	TSS1500;5'UTR	Promoter
cg12067261	INSL4	1stExon	Promoter
cg12069042	PLXNB1	5'UTR	Promoter
cg12069309	SEMA3B	Body	Body
cg12071073	CCDC70	1stExon;5'UTR	Promoter
cg12071544	VASN;CORO7	Body;5'UTR	Promoter
cg12072001	LOC100130872-SPON2;SPON2	Body;5'UTR;TSS200	Promoter
cg12072803	KDM4B	TSS1500	Promoter
cg12072973	PLEKHO1	TSS1500	Promoter
cg12073537	TUBA1C	1stExon;5'UTR	Promoter
cg12073594	ARFGAP1	TSS1500	Promoter
cg12073949	RPTOR	1stExon;5'UTR	Promoter
cg12076344	SLC27A4	TSS1500	Promoter
cg12078929	SERHL	Body	Body
cg12079362	ATP6V0B	TSS1500	Promoter
cg12080675	TBC1D9B	TSS1500	Promoter
cg12081743	HDAC9	TSS1500;5'UTR	Promoter
cg12082129	RNF214;PCSK7	TSS1500;5'UTR	Promoter
cg12082568	CITED2	TSS1500	Promoter
cg12082615	SETDB1	TSS200	Promoter
cg12085225	SETX	5'UTR	Promoter
cg12085660	ZNF428	TSS200	Promoter
cg12086773	MMADHC	TSS200	Promoter
cg12087643	GFRA1	TSS1500	Promoter
cg12089169	PRR4	Body	Body
cg12089439	TUSC3	Body	Body
cg12090388	RPL11	Body	Body
cg12091331	PLAT	TSS200	Promoter
cg12091944	BARD1	TSS1500	Promoter
cg12095167	RAB2A	TSS1500	Promoter
cg12099032	TXNDC3	5'UTR	Promoter
cg12099051	SAMHD1	TSS1500	Promoter
cg12099357	FAM76A	TSS1500	Promoter
cg12100077	KLHL7	TSS200	Promoter
cg12100791	PYCARD	TSS200	Promoter
cg12104707	ZNF426	TSS200	Promoter
cg12105450	CASP10	5'UTR	Promoter
cg12106731	KIAA0319L;NCDN	TSS1500;TSS200	Promoter
cg12106945	COL13A1	1stExon;5'UTR	Promoter
cg12107692	IRF3;BCL2L12	Body;TSS1500	Promoter
cg12109455	DPYSL4	Body	Body
cg12111697	ZNF555	TSS200	Promoter
cg12111714	ATP8A2	Body	Body
cg12112929	GPR3	TSS1500	Promoter
cg12113075	WDFY2	1stExon;5'UTR	Promoter
cg12113132	CCNDBP1;TMEM62	TSS1500;3'UTR	Promoter
cg12114524	TNNI1	5'UTR	Promoter
cg12116020	PRKACA	TSS200	Promoter
cg12118011	SOAT1	5'UTR	Promoter
cg12118465	EFHD1	Body;TSS1500	Promoter
cg12119029	CDK10	TSS200	Promoter
cg12120741	EDNRB	Body;1stExon	Promoter
cg12124478	IQGAP3	TSS200	Promoter
cg12124516	MCM6	TSS200	Promoter
cg12125117	GPR97	TSS1500	Promoter
cg12126248	NDUFA5	Body	Body
cg12126786	SCAMP1	1stExon	Promoter
cg12127282	HOXD4;MIR10B	TSS1500	Promoter
cg12128017	EPHA10	1stExon;5'UTR	Promoter
cg12128839	HOXA5	TSS200	Promoter
cg12128876	NCOA3	5'UTR	Promoter
cg12130692	EPM2A	TSS200	Promoter
cg12133004	C12orf54	TSS200	Promoter
cg12135976	SLC5A8	TSS200	Promoter
cg12137206	GPAM	5'UTR	Promoter
cg12144803	KALRN	TSS200	Promoter
cg12146151	ITGB4	TSS1500	Promoter
cg12148919	PTPRK	1stExon;5'UTR	Promoter
cg12149391	DLG1	TSS1500	Promoter
cg12150066	GNB1	TSS1500	Promoter
cg12150401	TAS2R16	1stExon	Promoter
cg12152256	ZNF410	5'UTR	Promoter
cg12153542	REM1	1stExon;5'UTR	Promoter
cg12154803	CCDC34	1stExon	Promoter
cg12163132	TBX2	TSS1500	Promoter
cg12163490	CDH11	1stExon;5'UTR	Promoter
cg12167239	SLC25A1	TSS1500	Promoter
cg12168164	TARS	1stExon;5'UTR	Promoter
cg12177023	UBE3A	5'UTR	Promoter
cg12177677	CYTIP	1stExon	Promoter
cg12177743	TTC12	TSS200	Promoter
cg12179044	GCN1L1	Body	Body
cg12179176	SNX19	TSS200	Promoter
cg12180123	PAPOLG	TSS200	Promoter
cg12181621	HIST1H3I	1stExon	Promoter
cg12182525	ASB5	TSS200	Promoter
cg12185908	SGOL1	5'UTR	Promoter
cg12187213	ADAMTS9	TSS1500	Promoter
cg12187567	CCNE2	5'UTR	Promoter
cg12188416	TP63	TSS1500	Promoter
cg12188482	CYB5D2;ZZEF1	Body;TSS1500;5'UTR;1stExon	Promoter
cg12188538	SMCR7L	5'UTR	Promoter
cg12188560	CNTFR	TSS1500	Promoter
cg12189880	RHOV	1stExon	Promoter
cg12194493	ZNF721;PIGG	1stExon;5'UTR	Promoter
cg12195135	ZNF584	TSS1500	Promoter
cg12195695	ARMC7	Body	Body
cg12197254	ITFG3	5'UTR	Promoter
cg12200412	CD1E	Body	Body
cg12202913	C19orf43	TSS1500	Promoter
cg12203852	ARID4A;FLJ31306	TSS1500;5'UTR;1stExon	Promoter
cg12204574	GABRE	Body	Body
cg12204727	COMMD4	TSS200	Promoter
cg12205047	IGSF3	5'UTR	Promoter
cg12205591	CRYAA	TSS1500	Promoter
cg12206093	FRMD8	5'UTR	Promoter
cg12213457	CHPT1	TSS1500	Promoter
cg12213910	RAET1E	Body	Body
cg12216205	SFRS18	5'UTR	Promoter
cg12219753	C18orf10;KIAA1328	1stExon;TSS200;5'UTR	Promoter
cg12220493	NKX2-1	TSS1500	Promoter
cg12224394	PNKD;AAMP	TSS1500;1stExon	Promoter
cg12227762	GNPNAT1	5'UTR	Promoter
cg12228229	ACADVL;DLG4	TSS1500;5'UTR;1stExon	Promoter
cg12228611	PPIL2	TSS200	Promoter
cg12228707	ADM	TSS200	Promoter
cg12229172	MGST2	1stExon;5'UTR	Promoter
cg12229387	GAST	TSS1500	Promoter
cg12230010	EIF4EBP2	TSS200	Promoter
cg12232274	LRP11	TSS1500	Promoter
cg12236045	LRRTM3;CTNNA3	Body;1stExon;5'UTR	Promoter
cg12237269	SLN	1stExon;5'UTR	Promoter
cg12237946	PGBD4;C15orf24	TSS1500;1stExon;5'UTR	Promoter
cg12238343	RXFP3	TSS200	Promoter
cg12239750	ALDH18A1	1stExon;5'UTR	Promoter
cg12240237	GTF2IRD1	Body	Body
cg12241125	EIF4H	Body	Body
cg12241297	HNRNPA0	TSS1500	Promoter
cg12242338	TRIM42	1stExon	Promoter
cg12243255	CSRNP1	5'UTR	Promoter
cg12245996	PRKCQ	TSS1500	Promoter
cg12246527	MAP2K5	TSS1500	Promoter
cg12247247	SNORA21;RPL23	Body;TSS1500	Promoter
cg12249575	NKX2-1	Body;1stExon;5'UTR	Promoter
cg12251508	RBM3	5'UTR	Promoter
cg12251804	C10orf125	Body	Body
cg12254515	DERL1	Body	Body
cg12256080	ABT1	TSS200	Promoter
cg12256228	RING1	Body	Body
cg12259256	TMEM101	TSS200	Promoter
cg12259537	ZNF606	1stExon;5'UTR	Promoter
cg12262564	IQGAP3	Body	Body
cg12263485	HNRPA1L-2;HNRNPA1;CBX5	TSS1500;5'UTR	Promoter
cg12264551	SPRYD4	1stExon;5'UTR	Promoter
cg12265604	HAS3	TSS1500	Promoter
cg12265829	ADCY4	TSS200	Promoter
cg12266024	FAM126A	TSS200	Promoter
cg12266049	CCND1	Body	Body
cg12266551	TOMM40	1stExon;5'UTR	Promoter
cg12268344	PRM1	3'UTR	Body
cg12269343	SEL1L	TSS1500	Promoter
cg12270520	ZNF517	TSS1500	Promoter
cg12271587	TTF1	TSS1500	Promoter
cg12274479	HSPG2	TSS1500	Promoter
cg12275348	SOCS2	5'UTR	Promoter
cg12276904	C3orf47;H1FX	Body;TSS200	Promoter
cg12277666	TDRD5	TSS200	Promoter
cg12279128	CHCHD10	Body	Body
cg12280407	KCTD12	1stExon;5'UTR	Promoter
cg12281657	C14orf50	TSS200	Promoter
cg12285118	FAM107B	TSS200	Promoter
cg12287813	GCC2	Body;1stExon;5'UTR	Promoter
cg12288365	KCTD7	1stExon	Promoter
cg12288726	ARF5	TSS1500	Promoter
cg12290002	FBXO5	1stExon;5'UTR	Promoter
cg12291552	GOLIM4	TSS1500	Promoter
cg12292686	PAOX	TSS1500	Promoter
cg12293634	RNF149	1stExon	Promoter
cg12294121	GABRB1	1stExon;5'UTR	Promoter
cg12297221	ART5	1stExon;5'UTR	Promoter
cg12300353	KCTD8	1stExon	Promoter
cg12304441	USP15	TSS1500	Promoter
cg12308275	TGM5	Body	Body
cg12311132	RCN1	TSS1500	Promoter
cg12312863	ATP6V0C;AMDHD2	TSS1500;3'UTR	Promoter
cg12313568	ATXN2	TSS200	Promoter
cg12314510	DYNLL2	5'UTR	Promoter
cg12315302	HIST1H4D	TSS200	Promoter
cg12315997	LIAS;RPL9	Body;TSS1500	Promoter
cg12316147	GBA2;RGP1	TSS1500;5'UTR;1stExon	Promoter
cg12317456	MMP2	TSS1500	Promoter
cg12317676	CARM1	TSS1500	Promoter
cg12318316	LOC100134713;NDUFB2	Body;TSS200	Promoter
cg12319004	LEFTY1	TSS1500	Promoter
cg12320306	ADM	5'UTR	Promoter
cg12320676	E2F6	Body	Body
cg12322132	IGF2;IGF2AS;INS-IGF2	Body;5'UTR	Promoter
cg12324629	ULK2	TSS1500	Promoter
cg12324831	VBP1	TSS1500	Promoter
cg12330929	USP9X	Body	Body
cg12331389	RBP4	Body	Body
cg12331980	CCDC141	1stExon;5'UTR	Promoter
cg12332316	F12	1stExon	Promoter
cg12333095	ANKRD13A	TSS200	Promoter
cg12334759	ODF3L2	TSS200	Promoter
cg12336877	LOC100289341;MAN1B1	TSS200	Promoter
cg12337114	TAS2R3	TSS1500	Promoter
cg12339802	C1orf109	TSS1500	Promoter
cg12340144	XYLB	Body	Body
cg12341414	REPS1	TSS1500	Promoter
cg12343777	ALOX15B	TSS200	Promoter
cg12344605	MAP2K4	Body	Body
cg12346515	AMACR	TSS1500	Promoter
cg12346881	ZNF300	5'UTR	Promoter
cg12347740	IL34	TSS200	Promoter
cg12348970	SLC24A2	1stExon	Promoter
cg12351042	OR2B2	1stExon	Promoter
cg12351433	LHCGR	TSS200	Promoter
cg12352006	ZMAT5;UCRC	TSS1500;TSS200	Promoter
cg12353516	MAPK7	TSS1500;5'UTR;1stExon	Promoter
cg12354377	ANK3	TSS200	Promoter
cg12356261	NES	TSS200	Promoter
cg12359315	SLC6A20	Body	Body
cg12360373	ATXN2L	TSS1500	Promoter
cg12360736	MBNL1;LOC401093	Body;1stExon;5'UTR	Promoter
cg12360886	GSDMB	TSS1500;5'UTR	Promoter
cg12361925	FAM134A	Body	Body
cg12365667	HLA-DPB1	Body	Body
cg12370791	HOXB9	1stExon;5'UTR	Promoter
cg12370884	PAICS;PPAT	Body;TSS1500	Promoter
cg12371177	PLEKHG6	TSS1500	Promoter
cg12373072	OSBPL11	1stExon;5'UTR	Promoter
cg12373771	CECR6	1stExon;5'UTR	Promoter
cg12374431	VAX2	TSS1500	Promoter
cg12374721	PRAC;C17orf93	Body;TSS1500	Promoter
cg12376277	TUG1	Body	Body
cg12377712	ATP6V1G1	1stExon;5'UTR	Promoter
cg12378831	ZC3H13	5'UTR	Promoter
cg12379145	PRDM2	TSS1500;5'UTR	Promoter
cg12379775	NCRNA00176	Body	Body
cg12380764	IL19	TSS1500	Promoter
cg12380854	MRPL10;LRRC46	Body;TSS1500	Promoter
cg12382902	CCND2	Body	Body
cg12382941	SYTL4	TSS200;5'UTR	Promoter
cg12384303	VGLL1	TSS1500	Promoter
cg12385425	TMEM17	1stExon;5'UTR	Promoter
cg12385643	UGT1A6;UGT1A7;UGT1A8;UGT1A9;UGT1A10	Body;TSS1500;TSS200	Promoter
cg12387247	FCER2	1stExon;5'UTR	Promoter
cg12388309	PAK7	TSS200	Promoter
cg12391048	PRSS27	1stExon;5'UTR	Promoter
cg12391174	SLC48A1	Body	Body
cg12391921	BCYRN1;ITGB1BP2	Body;1stExon;5'UTR	Promoter
cg12393697	FAM171B	1stExon	Promoter
cg12397274	TINAG	TSS1500	Promoter
cg12398332	GPRC5B	5'UTR	Promoter
cg12398397	BPTF	TSS1500	Promoter
cg12400881	PPL	1stExon;5'UTR	Promoter
cg12402251	CALB1	Body	Body
cg12402495	C1orf43;UBAP2L	TSS1500;1stExon;5'UTR	Promoter
cg12403575	FBXL8;TRADD	TSS1500;5'UTR	Promoter
cg12405833	RUNDC2A	Body	Body
cg12406417	BCR	1stExon;5'UTR	Promoter
cg12406460	ATP5L	TSS200	Promoter
cg12406559	ZNF532	1stExon;5'UTR	Promoter
cg12408911	SLC7A5	TSS1500	Promoter
cg12411068	SMARCA4	5'UTR	Promoter
cg12412075	LIN7B	Body	Body
cg12413566	XIRP1	TSS1500	Promoter
cg12417299	NEK4	Body	Body
cg12417466	ARPP-21	TSS200	Promoter
cg12419067	CRELD1;IL17RC	Body;TSS1500	Promoter
cg12420104	DMRT3	1stExon	Promoter
cg12421458	HDGF	TSS1500;TSS200;1stExon	Promoter
cg12422450	CHGA	Body	Body
cg12422683	MICAL2	5'UTR	Promoter
cg12422968	GCH1	1stExon	Promoter
cg12424817	LAPTM4B	1stExon;5'UTR	Promoter
cg12424907	TAS2R20;PRR4;PRH1	Body;TSS1500;5'UTR	Promoter
cg12425673	WNK1	1stExon	Promoter
cg12426141	LOC145783;TCF12	1stExon;TSS200;5'UTR	Promoter
cg12428416	GJA3	5'UTR	Promoter
cg12428447	SLC22A6	TSS1500	Promoter
